ds,y,no_promoted_skus,unique_stores,no_activated_tiers,customer_activation_index,economic_regressor,event
2017-07-22,932902.046681,10070,54,33,54.6341189674523,45.78,
2017-07-23,1024288.741245,10870,54,33,52.84511784511785,45.78,
2017-07-24,816564.327096,9448,54,33,47.7665544332211,46.21,
2017-07-25,713581.632609,11325,54,33,45.976430976430976,47.77,
2017-07-26,740653.044167,18725,54,32,47.51909722222222,48.58,
2017-07-27,659849.8270588,8001,54,33,44.18799102132436,49.05,
2017-07-28,835099.6822035,13850,54,32,51.61863425925926,49.72,
2017-07-29,1032310.865737,9099,54,32,58.001736111111114,49.72,
2017-07-30,1123752.4779517,10227,54,33,53.254208754208754,49.72,
2017-07-31,885856.8408705,8649,54,33,49.715488215488215,50.21,
2017-08-01,988527.763204,10150,54,32,53.288773148148145,49.19,
2017-08-02,964712.016051,16524,54,33,52.20145903479237,49.6,
2017-08-03,728068.485132,7859,54,32,49.49131944444444,49.03,
2017-08-04,827775.686128,14193,54,33,51.23737373737374,49.57,
2017-08-05,965693.650492,8684,54,32,58.511574074074076,49.57,
2017-08-06,1049559.164277,9565,54,33,53.96296296296296,49.57,
2017-08-07,797464.963817,8209,54,32,50.388888888888886,49.37,
2017-08-08,717766.3491055,10638,54,33,46.813692480359144,49.07,
2017-08-09,734139.67401,16117,54,33,47.95286195286195,49.59,
2017-08-10,651386.9119697,7917,54,32,48.06944444444444,48.54,First Cry of Independence
2017-08-11,826373.722022,14179,54,32,51.823495370370374,48.81,Observance Transfer of First Cry of Independence
2017-08-12,792630.5350785,8312,54,32,52.04108796296296,48.81,
2017-08-13,865639.677471,9283,54,33,48.25645342312009,48.81,
2017-08-14,760922.4060808,8043,54,32,49.449074074074076,47.59,
2017-08-15,762661.935939,10605,54,32,50.0931712962963,47.57,
